Date,Startup Name,Vertical,SubVertical,City Location,Investors,Round,Amount,Startup Names,Industries,Funding Rounds,Investment Amount,Valuation,Number of Investors,Country,Year Founded,Growth Rate (%)
2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,108.8,Startup_2509,AI,6,4112616793.03,19504799531.617283,41,China,2013,71.06
2015-08-11,WOW MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,21.76,Startup_2510,Blockchain,3,725111284.9,2726837597.6154613,29,France,2014,11.76
2015-08-11,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,1.36,Startup_2511,EdTech,4,2462029778.93,12058675508.684875,15,India,2005,137.69
2015-08-11,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,272.0,Startup_2512,Blockchain,2,427417684.02,750628756.8990664,17,Brazil,2007,117.29
2015-08-11,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,856.8,Startup_2513,Blockchain,2,1140215754.92,3156258728.5427136,14,Germany,2011,151.92
2015-08-12,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,102.0,Startup_2514,Fintech,2,1334512700.62,4191730390.977509,16,Australia,2014,24.22
2015-08-12,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,680.0,Startup_2515,Biotech,2,4642346302.28,13226976305.278433,33,Australia,2007,135.05
2015-08-12,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,10.472,Startup_2516,SaaS,7,402758181.25,1745069851.7724288,47,Germany,2002,159.83
2015-08-12,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,34.0,Startup_2517,Blockchain,1,2779395857.31,7681887953.130373,22,Canada,2018,18.77
2015-08-13,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,6.8,Startup_2518,HealthTech,7,2803330356.96,5343491509.245032,3,USA,2011,40.65
2015-08-13,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,340.0,Startup_2519,HealthTech,10,2111843184.96,3364564185.9345098,41,India,2001,53.45
2015-08-13,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0.0,Startup_2520,E-commerce,3,317493640.9,1501265159.2897136,46,China,2005,132.77
2015-08-13,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,54.4,Startup_2521,HealthTech,1,4908985610.9,23648484768.424187,22,India,2012,110.49
2015-08-14,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,1.36,Startup_2522,EdTech,8,2739959829.33,5194771916.429234,7,China,2013,56.69
2015-08-14,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,3.332,Startup_2523,Biotech,3,2035818902.55,3863351479.795153,12,Singapore,2023,135.58
2015-08-14,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,0.0,Startup_2524,HealthTech,8,3541636080.91,6612261309.907297,20,Canada,2019,139.0
2015-08-17,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,2.992,Startup_2525,HealthTech,10,1906802764.23,3749764270.569901,8,Singapore,2019,28.68
2015-08-17,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,0.0,Startup_2526,Blockchain,7,725026686.96,3401563747.2907524,34,Australia,2006,124.98
2015-08-17,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,2.176,Startup_2527,Fintech,7,3882034476.56,14479279225.58674,12,Brazil,2019,188.12
2015-08-17,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,0.0,Startup_2528,SaaS,1,4337659305.12,10944578108.084911,2,India,2014,110.78
2015-08-17,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,0.0,Startup_2529,Biotech,2,1019882144.4,3536368256.808759,30,USA,2010,176.63
2015-08-17,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Funding,0.0,Startup_2530,Fintech,10,2757352360.98,9148272049.726051,3,China,2007,72.05
2015-08-17,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,4.216,Startup_2531,Fintech,2,2476070561.2,11761541148.634478,41,Canada,2012,101.1
2015-08-17,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,0.0,Startup_2532,Fintech,10,1457425935.94,6504364025.448201,25,Canada,2016,21.98
2015-08-18,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,204.0,Startup_2533,E-commerce,8,724763413.28,1602638757.257494,21,Canada,2021,186.16
2015-08-18,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,57.12,Startup_2534,Biotech,3,1911402415.89,6223651695.762692,40,Germany,2015,6.15
2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,13.6,Startup_2535,EdTech,6,2492726931.4,10618586665.010632,43,India,2012,99.04
2015-08-18,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0.0,Startup_2536,AI,1,1111040335.57,2242023780.1896005,42,Brazil,2020,73.0
2015-08-18,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,0.0,Startup_2537,E-commerce,2,4506739313.89,14327286452.801523,26,China,2017,21.6
2015-08-18,Zoojoobe,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,13.6,Startup_2538,AI,3,808095153.49,1631134904.2525935,37,Brazil,2002,185.0
2015-08-19,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,0.0,Startup_2539,SaaS,9,3062053683.95,5234402507.686904,27,India,2007,19.02
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,32.64,Startup_2540,Fintech,6,4600733149.91,15402135693.792152,5,Canada,2002,138.8
2015-08-19,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,0.0,Startup_2541,HealthTech,4,1435157908.04,6919416275.42249,48,India,2004,194.43
2015-08-19,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,272.0,Startup_2542,Blockchain,5,2201283131.81,3622366688.4764714,40,Australia,2016,110.81
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,2.1216,Startup_2543,SaaS,1,395857415.02,1649142141.7863417,6,Australia,2012,120.06
2015-08-20,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,8.16,Startup_2544,HealthTech,6,827764137.01,3284741239.780779,24,France,2014,166.72
2015-08-20,Bluegapecom,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,8.16,Startup_2545,SaaS,10,3277290392.67,9667050870.385612,22,Australia,2009,32.81
2015-08-21,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,6.8,Startup_2546,Blockchain,9,3374411371.35,15231322450.347069,48,Canada,2010,10.51
2015-08-24,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,4.08,Startup_2547,AI,2,1549664094.52,3388819844.4095592,37,China,2003,44.84
2015-08-24,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,5.44,Startup_2548,SaaS,9,3509235628.38,15298374028.431047,29,Germany,2018,22.85
2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Funding,0.0,Startup_2549,AI,7,4435003284.98,16415424815.549831,14,Australia,2019,80.93
2015-08-24,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0.0,Startup_2550,HealthTech,6,617230972.71,2387413495.120806,4,France,2013,161.09
2015-08-25,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,13.6,Startup_2551,AI,1,1691318205.28,8062384471.658504,11,France,2009,39.3
2015-08-25,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,40.8,Startup_2552,Blockchain,8,3334293134.14,12558077892.703194,27,Singapore,2023,39.98
2015-08-25,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,54.4,Startup_2553,Blockchain,6,4975482937.68,23938023364.328983,32,USA,2003,184.61
2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,3.4,Startup_2554,HealthTech,9,4508280941.2,12213679221.860714,11,Singapore,2019,181.11
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,1.36,Startup_2555,SaaS,1,4217353498.1,18871934934.68821,1,China,2008,76.43
2015-08-26,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,5.44,Startup_2556,EdTech,7,147497647.97,701690206.8672932,26,Brazil,2005,70.43
2015-08-26,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Funding,0.0,Startup_2557,HealthTech,7,469418577.04,1383141331.7935188,1,India,2013,5.9
2015-08-26,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,6.8,Startup_2558,AI,2,3442093399.74,10877263785.741837,50,Australia,2008,50.79
2015-08-27,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Funding,0.0,Startup_2559,EdTech,6,4573740608.3,14343237721.85936,50,UK,2004,100.21
2015-08-27,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Funding,0.0,Startup_2560,HealthTech,9,3258617461.79,9711473016.343056,47,Singapore,2006,23.6
2015-08-27,Djubocom,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Equity,0.0,Startup_2561,EdTech,2,3753590006.34,8490867545.211172,38,Australia,2002,48.69
2015-08-28,BetterButterin,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,0.0,Startup_2562,Fintech,10,792030140.5,2018213957.712716,35,UK,2000,135.83
2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,27.2,Startup_2563,Blockchain,5,665095742.66,3156703565.50011,19,China,2002,143.08
2015-08-28,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,2.176,Startup_2564,HealthTech,1,3436178950.09,13279717130.374157,8,Singapore,2009,181.27
2015-08-29,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,0.0,Startup_2565,EdTech,6,3063000858.17,8372608833.848196,43,France,2006,74.21
2015-08-31,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,4.08,Startup_2566,E-commerce,9,2929426662.48,6728395211.628663,26,UK,2017,32.53
2015-08-31,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,54.4,Startup_2567,Biotech,5,14111905.39,62237449.00734443,24,USA,2017,189.32
2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,0.0,Startup_2568,Fintech,9,1379575635.95,3205656266.7709813,8,Australia,2006,23.6
2015-07-01,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,0.0,Startup_2569,Blockchain,1,1819428971.34,6852853922.929987,33,Singapore,2002,20.71
2015-07-01,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,0.0,Startup_2570,E-commerce,9,2468754127.78,12227382729.27576,42,China,2014,130.46
2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,13.6,Startup_2571,Biotech,2,3413220850.59,10341932619.354414,10,China,2021,189.31
,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,8.568,Startup_2572,E-commerce,8,2208928819.21,8559129011.844386,26,Australia,2019,10.21
2015-07-01,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,0.0,Startup_2573,Fintech,10,2567249120.17,4455259330.917482,8,UK,2003,183.94
2015-07-01,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,0.0,Startup_2574,E-commerce,10,448862349.97,1374003465.4485316,14,Brazil,2009,82.59
2015-07-01,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,183.6,Startup_2575,SaaS,3,156641158.49,338175736.82719094,36,China,2007,196.48
2015-07-02,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,816.0,Startup_2576,Blockchain,9,217319605.72,624364883.068209,16,China,2021,73.06
2015-07-02,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,68.0,Startup_2577,Fintech,6,3985247122.59,17234974622.714718,2,China,2003,58.92
2015-07-02,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,2.1896,Startup_2578,HealthTech,5,3515342664.38,17295800300.252506,48,France,2012,182.71
2015-07-03,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,88.4,Startup_2579,AI,6,2936139863.77,8808495199.22416,26,India,2021,69.13
2015-07-03,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,0.0,Startup_2580,Fintech,7,1070765151.03,4379259251.539085,11,UK,2019,182.28
2015-07-03,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,13.6,Startup_2581,HealthTech,2,4260840903.99,16650479597.826796,24,India,2013,198.1
2015-07-04,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0.0,Startup_2582,SaaS,7,2644204031.55,7675033211.517828,32,UK,2004,45.2
2015-07-04,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,5.372,Startup_2583,AI,8,4712064910.35,9648661793.725504,8,Germany,2017,197.69
2015-07-05,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,0.0,Startup_2584,AI,1,147452134.51,550344183.484634,34,Germany,2016,158.98
2015-07-06,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Seed Funding,0.0,Startup_2585,AI,4,364716030.62,1150578335.607844,36,Australia,2005,146.55
2015-07-06,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,408.0,Startup_2586,EdTech,6,2455992700.12,8446427144.118059,42,China,2004,136.29
2015-07-06,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Seed Funding,0.0,Startup_2587,AI,10,4304227168.6,16111190441.292831,46,Germany,2003,48.85
2015-07-07,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,40.8,Startup_2588,SaaS,2,2245253904.84,6861683940.50412,31,India,2005,130.8
2015-07-07,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,68.0,Startup_2589,EdTech,5,3338691855.69,13176455458.462948,11,France,2003,83.26
2015-07-07,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0.0,Startup_2590,Blockchain,7,3737527036.56,9619806085.921211,22,France,2006,102.66
2015-07-07,IndiaLends,Financial Tech,,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,0.0,Startup_2591,SaaS,10,825259333.55,3113224774.145262,6,Canada,2002,21.97
2015-07-08,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Seed Funding,0.0,Startup_2592,AI,9,3591416085.65,8811983419.563765,29,India,2002,28.37
2015-07-08,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,1360.0,Startup_2593,EdTech,7,2604330326.01,8219036021.007537,50,Brazil,2015,104.09
2015-07-08,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,149.6,Startup_2594,Blockchain,5,2685655423.25,11654215356.594776,34,Germany,2022,110.9
2015-07-08,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,408.0,Startup_2595,HealthTech,7,270643164.12,921281461.7087064,2,UK,2017,195.67
2015-07-08,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,0.272,Startup_2596,AI,2,834118422.16,4145312380.7832384,16,USA,2002,33.21
2015-07-08,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Seed Funding,0.0,Startup_2597,SaaS,3,717048059.33,3518721707.3107533,9,Germany,2011,171.14
2015-07-08,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,6.392,Startup_2598,Fintech,1,2758657604.9,5713479635.672753,13,Australia,2007,192.62
2015-07-08,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,102.0,Startup_2599,EdTech,6,2809521072.05,8661369288.56809,49,Australia,2023,160.36
2015-07-08,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,136.0,Startup_2600,SaaS,8,2416922670.1,6959269041.840971,31,Singapore,2013,113.06
2015-07-08,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,138.72,Startup_2601,EdTech,8,3456430000.82,9735924640.499117,13,UK,2016,95.24
2015-07-08,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,149.6,Startup_2602,EdTech,10,4215956194.8,13157040846.317947,2,Singapore,2019,189.56
2015-07-09,xc2xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,,Startup_2603,Biotech,5,4278281495.6,7552400504.911146,44,USA,2000,50.52
2015-07-09,xc2xa0Bluestone,\\xc2\\xa0Online Jewellery Store,,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,,Startup_2604,HealthTech,10,431140898.47,681996244.5761782,47,Brazil,2016,128.77
2015-07-09,xc2xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,,Startup_2605,HealthTech,9,1005589702.3,1886571647.6166024,11,Brazil,2023,166.3
2015-07-09,xc2xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,,Startup_2606,HealthTech,10,2501411183.53,6513945800.372976,21,Brazil,2007,146.62
,xc2xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,,Startup_2607,AI,9,1270846819.53,5181796356.377772,30,Germany,2001,91.74
2015-07-10,xc2xa0Footprints Education,\\xc2\\xa0Pre-School Chain,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,,Startup_2608,HealthTech,7,6118474.59,11964766.62331061,15,France,2021,96.95
2015-07-10,xc2xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,,Startup_2609,Blockchain,4,1986905711.55,3941621418.049037,47,UK,2011,142.84
2015-07-13,xc2xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,,Startup_2610,Biotech,1,3558095764.27,15900235975.464352,18,Germany,2003,43.05
2015-07-13,xc2xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,,Startup_2611,AI,4,794767887.13,2150161252.6361413,27,Germany,2008,12.95
2015-07-13,xc2xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,,Startup_2612,Blockchain,8,2178713639.67,6785959723.6888895,45,India,2014,123.27
2015-07-14,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,136.0,Startup_2613,Blockchain,8,378101616.25,893054406.7249234,37,Australia,2009,130.56
2015-07-14,Zenify,Residential Rental management platform,,Bangalore,Atul Jalan,Seed Funding,,Startup_2614,HealthTech,9,865671962.71,3885910811.9941015,17,Canada,2011,144.66
2015-07-14,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,4.08,Startup_2615,SaaS,1,2690942175.66,4271095665.766584,5,France,2015,97.02
2015-07-14,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,102.0,Startup_2616,E-commerce,6,3448198735.16,7670553548.958317,2,India,2002,21.2
2015-07-14,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,10.744,Startup_2617,Biotech,6,1216767793.35,5153759451.799533,33,Singapore,2015,37.32
2015-07-14,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,6.8,Startup_2618,Biotech,2,3175644747.44,9305624811.36495,28,Singapore,2020,149.94
2015-07-15,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,1360.0,Startup_2619,EdTech,7,4699513497.05,15992202773.578072,30,UK,2020,27.95
2015-07-15,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,31.28,Startup_2620,Biotech,9,4099505769.92,7386328511.801237,35,UK,2023,143.35
2015-07-15,InstaLivelycom,Live video streaming app,,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0.0,Startup_2621,AI,8,613001116.28,2393901289.8880053,21,Germany,2006,101.27
2015-07-15,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,149.6,Startup_2622,E-commerce,8,2561681878.5,10245526837.85073,3,China,2010,186.2
2015-07-16,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,9.52,Startup_2623,Biotech,8,3229929273.01,11731028647.398216,50,Australia,2014,50.94
2015-07-17,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,21.76,Startup_2624,E-commerce,4,2065869213.38,9718889679.047026,38,UK,2018,165.24
2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,1.36,Startup_2625,Fintech,2,924313219.81,1663324154.462084,38,China,2010,198.49
2015-07-20,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,204.0,Startup_2626,EdTech,5,1429278703.14,3403372638.0764565,7,Singapore,2018,49.96
2015-07-20,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,65.96,Startup_2627,HealthTech,6,3255167840.78,9454291142.834412,20,Germany,2016,17.61
2015-07-21,ZenRadius,Online Hiring Platform,,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,0.0,Startup_2628,EdTech,7,356905367.84,1556733538.5093422,18,France,2010,27.82
2015-07-21,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,13.6,Startup_2629,HealthTech,6,136226433.98,632221984.7231289,18,India,2018,39.93
2015-07-22,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,27.2,Startup_2630,EdTech,1,4375908974.15,12915548708.744911,13,Singapore,2016,77.19
2015-07-22,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,408.0,Startup_2631,Blockchain,1,824803757.86,3384618079.70074,4,Singapore,2013,150.4
2015-07-23,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,173.4,Startup_2632,Blockchain,1,3544248602.2,16018503190.02674,18,France,2018,184.83
2015-07-23,Mswipe,Mobile Point of Sale payment solution,,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,340.0,Startup_2633,Blockchain,8,3114251836.99,14703520195.982414,21,Brazil,2001,146.53
2015-07-23,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,4.352,Startup_2634,Fintech,9,3504551387.36,15784034006.8269,17,Germany,2018,102.62
2015-07-23,iCrushiFlush,Casual Dating App,,Mumbai,IDG Ventures India,Seed Funding,0.0,Startup_2635,Blockchain,8,3267733901.66,5821189175.110459,34,China,2021,108.77
2015-07-23,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,272.0,Startup_2636,SaaS,4,4699069889.64,16703488558.812662,40,India,2018,55.59
2015-07-23,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,204.0,Startup_2637,Fintech,2,957337375.8,3604631083.6568775,4,USA,2004,128.24
2015-07-23,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,13.6,Startup_2638,Fintech,6,78909039.03,148571763.12061778,35,Singapore,2016,113.49
2015-07-23,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,816.0,Startup_2639,Fintech,5,2165657411.2,5349750291.97154,17,Germany,2011,56.47
